chr,start,end,strand,symbol,perc_meth.NGO,perc_meth.GVO
chr3,89143561,89153932,-,Adam15,0.010116732,0.726057214
chr3,89143561,89153932,-,Adam15,0.010116732,0.726057214
chr3,89143561,89153932,-,Adam15,0.010116732,0.726057214
chr3,89154156,89169161,-,Dcst1,0.008005337,0.036915505
chr3,89181567,89197125,-,Zbtb7b,0.009615385,0.694767442
chr3,89195785,89202701,+,Gm15417,0.010685663,0.02189781
chr3,89198211,89202701,+,Gm15417,0.003690037,0.029126214
chr3,89205817,89206572,-,Lenep,0,0.97979798
chr3,89206594,89215785,-,Flad1,0.003659652,0.263716814
chr3,89219393,89222213,-,Cks1b,0.010438413,0.479316547
chr3,89222472,89233951,+,Shc1,0.013793103,0.661956522
chr3,89225542,89233951,+,Shc1,0.015647226,0.94796748
chr3,89234758,89239050,+,Pygo2,0.002141328,0.96
chr3,89240625,89254874,+,Pbxip1,0.002417405,0.963275918
chr3,89263039,89272931,+,Pmvk,0.002663116,0.760570555
chr3,89263492,89272931,+,Pmvk,0.001501502,0.907260525
chr3,8929435,8964054,-,Tpd52,0.013344691,0.898384647
chr3,8929435,8964054,-,Tpd52,0.013344691,0.898384647
chr3,8929435,8964054,-,Tpd52,0.013344691,0.898384647
chr3,8929435,8964054,-,Tpd52,0.013344691,0.898384647
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,8929435,9004515,-,Tpd52,0.010517907,0.728247608
chr3,89324085,89476416,+,Kcnn3,0.008080955,0.102787456
chr3,89518943,89557377,+,Adar,0.007391763,0.787531172
chr3,89534639,89557377,+,Adar,0.008667883,0.967275647
chr3,89534639,89557377,+,Adar,0.008667883,0.967275647
chr3,89534639,89557377,+,Adar,0.008667883,0.967275647
chr3,89534639,89557377,+,Adar,0.008667883,0.967275647
chr3,89557369,89568554,-,Chrnb2,0.013651877,0.381116208
chr3,89577530,89587919,+,Ube2q1,0.009891197,0.642358079
chr3,89635291,89662768,+,She,0.009051412,0.019863128
chr3,89673245,89717084,-,Il6ra,0.009065009,0.419776119
chr3,89743402,89767254,-,Atp8b2,0.011797363,0.367871006
chr3,89799378,89802608,-,Hax1,0.014662757,0.302564103
chr3,89802681,89805247,+,Gm19710,0.019762846,0.377495463
chr3,89803510,89856397,-,Ubap2l,0.0144,0.827970939
chr3,89803510,89856397,-,Ubap2l,0.0144,0.827970939
chr3,89803510,89856397,-,Ubap2l,0.0144,0.827970939
chr3,89803510,89856397,-,Ubap2l,0.0144,0.827970939
chr3,89804209,89856397,-,Ubap2l,0.01369863,0.827439511
chr3,89804209,89856437,-,Ubap2l,0.013572204,0.821758648
chr3,89809915,89856397,-,Ubap2l,0.012658228,0.811477847
chr3,89809915,89856397,-,Ubap2l,0.012658228,0.811477847
chr3,89809915,89856397,-,Ubap2l,0.012658228,0.811477847
chr3,89809915,89856397,-,Ubap2l,0.012658228,0.811477847
chr3,89809915,89856437,-,Ubap2l,0.012523482,0.805252287
chr3,89809915,89856437,-,Ubap2l,0.012523482,0.805252287
chr3,89809915,89856437,-,Ubap2l,0.012523482,0.805252287
chr3,89809915,89856437,-,Ubap2l,0.012523482,0.805252287
chr3,89856738,89863021,+,4933434E20Rik,0.012269939,0.538954109
chr3,89856738,89866369,+,4933434E20Rik,0.014666667,0.695564516
chr3,89866717,89872269,+,1700094D03Rik,0.026737968,0.876693767
chr3,89876572,89904824,+,Tpm3,0.008566108,0.575930736
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89883442,89904824,+,Tpm3,0.007892293,0.691287879
chr3,89908053,90015939,+,Nup210l,0.013224666,0.230348855
chr3,90016588,90017569,-,Gm9846,0,0.085850556
chr3,90016588,90017570,-,Rps27,0,0.085850556
chr3,90016588,90017570,-,Rps27,0,0.085850556
chr3,90016588,90017570,-,Rps27,0,0.085850556
chr3,90016588,90017570,-,Rps27,0,0.085850556
chr3,90024738,90029885,+,Rab13,0.006633499,0.408050513
chr3,90035518,90039762,+,Jtb,0.003787879,0.25295858
chr3,90041421,90047434,-,Creb3l4,0.005354752,0.313787639
chr3,90052113,90057534,+,Slc39a1,0.006908463,0.42432196
chr3,90058202,90068047,+,Crtc2,0.012,0.714392523
chr3,90070455,90084587,+,Dennd4b,0.007717751,0.900878294
chr3,90145575,90162042,+,Gatad2b,0.010135135,0.958555358
chr3,90189154,90193849,-,Slc27a3,0.006036217,0.951331115
chr3,90195301,90237558,-,Ints3,0.008127328,0.8797874
chr3,90195301,90237558,-,Ints3,0.008127328,0.8797874
chr3,90195301,90237558,-,Ints3,0.008127328,0.8797874
chr3,90195301,90237558,-,Ints3,0.008127328,0.8797874
chr3,90254513,90269788,-,Npr1,0.008411677,0.018554901
chr3,90280122,90292301,+,Ilf2,0.00867052,0.789125643
chr3,90291947,90294935,-,Snapin,0,0.398058252
chr3,90302879,90313365,-,Chtop,0.010088272,0.580890973
chr3,90314955,90318252,-,S100a1,0.002832861,0.116421569
chr3,90318356,90328503,+,S100a13,0.011824324,0.171052632
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90330770,90332757,+,S100a14,0,0.072340426
chr3,90345144,90347073,+,S100a16,0,0.560509554
chr3,90394168,90395430,+,S100a2,0.017391304,0.06122449
chr3,90404136,90406624,+,S100a3,0.004830918,0.027027027
chr3,90407691,90409967,+,S100a4,0,0.01183432
chr3,90412443,90415702,+,S100a5,0.008547009,0.048672566
chr3,90416815,90418336,+,S100a6,0.017467249,0.019163763
chr3,90458223,90462052,+,S100a7a,0.003861004,0.036717063
chr3,90472992,90473956,+,S100a8,0.016129032,0.037735849
chr3,90496554,90499613,-,S100a9,0,0.096153846
chr3,90530827,90545439,+,Pglyrp4,0.011037528,0.081952118
chr3,90530827,90545439,+,Pglyrp4,0.011037528,0.081952118
chr3,90530827,90545439,+,Pglyrp4,0.011037528,0.081952118
chr3,90530827,90545439,+,Pglyrp4,0.011037528,0.081952118
chr3,9061963,9071076,+,4930539M17Rik,0.007575758,0.019586507
chr3,90875583,90879114,+,4930529C04Rik,0.142857143,0.236315087
chr3,90892058,90894727,-,9130204L05Rik,0.093023256,0.386138614
chr3,91818504,91835506,+,Pglyrp3,0.036585366,0.092570755
chr3,91884192,91887064,-,Lor,0,0.011241696
chr3,91926125,91927869,-,Prr9,0.083333333,0.2
chr3,91938915,91946676,-,Lelp1,0.002347418,0.106413994
chr3,92019756,92026413,+,Sprr2a1,0,0.118644068
chr3,92019756,92026413,+,Sprr2a2,0,0.118644068
chr3,92054568,92061226,+,Sprr2a1,0.104651163,0.08
chr3,92054568,92061226,+,Sprr2a2,0.104651163,0.08
chr3,92120626,92122007,+,Sprr2b,0.018181818,0.074380165
chr3,92143061,92144795,+,Sprr2d,0,0.043010753
chr3,92156064,92157371,+,Sprr2e,0,0
chr3,92169108,92170364,+,Sprr2f,0,0.117647059
chr3,92177836,92179151,+,Sprr2g,0,0.274509804
chr3,92189606,92191241,+,Sprr2h,0,0.153846154
chr3,92211912,92213193,+,Sprr2i,0,0.083333333
chr3,92222008,92223318,+,Sprr2j-ps,0,0.135135135
chr3,92236503,92237849,+,Sprr2k,0,0.104166667
chr3,92240730,92242701,-,Sprr1b,0.018867925,0.092105263
chr3,92260423,92262642,-,Sprr3,0,0.145833333
chr3,92260423,92262642,-,Sprr3,0,0.145833333
chr3,92260423,92262642,-,Sprr3,0,0.145833333
chr3,92260423,92262642,-,Sprr3,0,0.145833333
chr3,92287875,92289803,-,Sprr1a,0,0.109243697
chr3,92304184,92304415,-,Sprr4,0,0
chr3,92374821,92377657,-,Ivl,0.022988506,0.045454545
chr3,92387787,92392946,-,Smcp,0.007092199,0.104026846
chr3,92424006,92425582,-,Lce6a,0.01010101,0.036036036
chr3,92450453,92452229,-,Lce1a1,0,0.086419753
chr3,92459571,92460848,-,Lce1b,0.018181818,0.05
chr3,92472534,92474237,-,Lce1a2,0.076923077,0.275862069
chr3,92483168,92484840,+,Lce1c,0,0.144736842
chr3,92489420,92491132,-,Lce1d,0.012195122,0.053921569
chr3,9250566,9285332,+,Zbtb10,0.01372549,0.489235737
chr3,92511321,92512996,-,Lce1e,0,0.047058824
chr3,92522617,92524272,-,Lce1f,0,0.045112782
chr3,92554072,92556260,-,Lce1g,0.012345679,0.115606936
chr3,92567136,92568987,-,Lce1h,0,0.044642857
chr3,92581131,92582821,-,Lce1i,0,0.063636364
chr3,92610212,92611813,-,Lce1k,0,0.192307692
chr3,92626995,92631169,-,Kprp,0.014344262,0.028944911
chr3,92653870,92655208,-,Lce1l,0,0.15483871
chr3,92672280,92674127,-,2310050C09Rik,0.006134969,0.045098039
chr3,92729208,92730152,-,Lce3a,0.013333333,0.047120419
chr3,92736900,92738018,+,Lce3b,0,0.012578616
chr3,92748407,92749652,+,Lce3c,0,0
chr3,92761311,92762496,+,Lce3d,0,0.036036036
chr3,92770982,92772203,+,Lce3e,0.03,0.038043478
chr3,92796147,92797348,+,Lce3f,0,0.0375
chr3,92818126,92819608,-,Crct1,0.008298755,0.014388489
chr3,92821728,92822982,-,Lce1m,0.005291005,0.039106145
chr3,92872744,92879427,+,Gm4858,0,0.034759358
chr3,92877442,92879427,+,Gm4858,0,0.010526316
chr3,92948708,92953393,+,Crnn,0.007272727,0.052631579
chr3,93001194,93025298,+,Flg2,0.314124294,0.467990074
chr3,93123670,93137494,+,Hrnr,0.004830918,0.173076923
chr3,93197620,93203364,+,Rptn,0.020491803,0.115459883
chr3,93246251,93252999,+,Tchh,0.003076923,0.005136222
chr3,93272675,93275902,+,Tchhl1,0.013071895,0.022959184
chr3,93324417,93330210,+,S100a11,0.004016064,0.96422629
chr3,93359038,93368567,+,S100a10,0.007518797,0.01303155
chr3,93455463,93456608,-,Tdpoz2,0,0.022900763
chr3,93473254,93480205,-,Tdpoz1,0.04,0.18877551
chr3,93600319,93601432,+,Tdpoz4,0,0.033112583
chr3,93629941,93631039,+,Tdpoz3,0,0.195121951
chr3,93740554,93747465,-,Gm9125,0,0.035714286
chr3,93851902,93858807,-,Gm9125,0,0.071428571
chr3,93978333,93982115,-,Gm10696,0,0.142857143
chr3,9403077,9413903,+,C030034L19Rik,0.013205282,0.038968167
chr3,94114053,94136454,+,Them4,0.008136697,0.764904863
chr3,94146020,94151274,+,Them5,0.004098361,0.020864382
chr3,94166365,94168489,+,C2cd4d,0.005945303,0.009242144
chr3,94176747,94202161,+,Rorc,0.009650181,0.075641365
chr3,94203140,94208423,+,Lingo4,0.005181347,0.043054427
chr3,94217239,94235421,+,Tdrkh,0.009222661,0.781102362
chr3,94237087,94240538,-,Oaz3,0.005025126,0.967517401
chr3,94247257,94252630,+,Mrpl9,0.006644518,0.412002697
chr3,94268906,94277513,-,Riiad1,0.005434783,0.028215223
chr3,9427009,9610085,-,Zfp704,0.013760872,0.728818061
chr3,94282752,94296115,+,Celf3,0.00554785,0.367864015
chr3,94301465,94386624,-,Snx27,0.01197438,0.792263419
chr3,94304601,94386624,-,Snx27,0.012394196,0.782682754
chr3,94416680,94462728,-,Tuft1,0.014615385,0.861806311
chr3,94464510,94471074,-,BC021767,0.003521127,0.808080808
chr3,94497494,94508328,+,Selenbp2,0.009950249,0.97005988
chr3,94563991,94590437,-,Cgn,0.004054739,0.874107143
chr3,94641488,94687489,+,Pogz,0.011159959,0.813567839
chr3,94641488,94687489,+,Pogz,0.011159959,0.813567839
chr3,94641488,94687489,+,Pogz,0.011159959,0.813567839
chr3,94641488,94687489,+,Pogz,0.011159959,0.813567839
chr3,94688245,94690880,-,Psmb4,0.012345679,0.349019608
chr3,94737004,94748680,+,Selenbp1,0.013677812,0.515346181
chr3,94758936,94765483,+,Rfx5,0.003740648,0.671698113
chr3,94778652,94810765,+,Pi4kb,0.018819939,0.815251929
chr3,94810623,94819160,-,Zfp687,0.014314928,0.42248224
chr3,94836626,94846467,-,Psmd4,0.016172507,0.685262281
chr3,94863519,94910780,-,Pip5k1a,0.013768116,0.792969473
chr3,94914963,94926973,+,Vps72,0.007745267,0.763462306
chr3,94928435,94933130,+,Tmod4,0.008025682,0.792991035
chr3,94933640,94937934,-,Scnm1,0.006896552,0.594818653
chr3,94933640,94937934,-,Scnm1,0.006896552,0.594818653
chr3,94933640,94937934,-,Scnm1,0.006896552,0.594818653
chr3,94933640,94937934,-,Scnm1,0.006896552,0.594818653
chr3,94938009,94943447,+,Lysmd1,0.018450185,0.159392789
chr3,94943442,94946282,-,Tnfaip8l2,0.011090573,0.044376435
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94964341,94977972,+,Sema6c,0.010406812,0.022766079
chr3,94968260,94977972,+,Sema6c,0.012803235,0.026680617
chr3,94985689,95021864,-,Gabpb2,0.010859729,0.788123319
chr3,94985689,95021864,-,Gabpb2,0.010859729,0.788123319
chr3,94985689,95021864,-,Gabpb2,0.010859729,0.788123319
chr3,94985689,95021864,-,Gabpb2,0.010859729,0.788123319
chr3,95022465,95032599,-,Mllt11,0.007518797,0.460275424
chr3,95032701,95040331,+,Cdc42se1,0.004892368,0.428981349
chr3,95032873,95038499,+,Cdc42se1,0.005586592,0.58224163
chr3,95040841,95045031,-,Gm128,0.012307692,0.940938511
chr3,95045214,95055115,-,Bnipl,0.004757374,0.963824289
chr3,95045214,95055115,-,Bnipl,0.004757374,0.963824289
chr3,95045214,95055115,-,Bnipl,0.004757374,0.963824289
chr3,95045214,95055115,-,Bnipl,0.004757374,0.963824289
chr3,95057595,95085998,-,Prune,0.011413844,0.790299824
chr3,95086856,95100086,+,Fam63a,0.009919405,0.507002801
chr3,95086856,95100086,+,Fam63a,0.009919405,0.507002801
chr3,95086856,95100086,+,Fam63a,0.009919405,0.507002801
chr3,95086856,95100086,+,Fam63a,0.009919405,0.507002801
chr3,95100015,95110726,-,Anxa9,0.012870013,0.942823804
chr3,95100015,95111098,-,Anxa9,0.012210012,0.946137106
chr3,95119173,95127490,+,Cers2,0.00436205,0.438729875
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95127446,95161124,-,Setdb1,0.017661389,0.870194986
chr3,95190379,95206763,-,4930558C23Rik,0.085076709,0.878065395
chr3,95231270,95235007,+,Gm4349,0.013793103,0.035353535
chr3,95238311,95301161,+,Arnt,0.007663923,0.796620308
chr3,95238311,95301161,+,Arnt,0.007663923,0.796620308
chr3,95238311,95301161,+,Arnt,0.007663923,0.796620308
chr3,95238311,95301161,+,Arnt,0.007663923,0.796620308
chr3,95303207,95313284,+,Ctsk,0.007936508,0.070673712
chr3,95330707,95360325,+,Ctss,0.007992008,0.760573308
chr3,95330707,95360325,+,Ctss,0.007992008,0.760573308
chr3,95330707,95360325,+,Ctss,0.007992008,0.760573308
chr3,95330707,95360325,+,Ctss,0.007992008,0.760573308
chr3,95363598,95391593,+,Hormad1,0.011494253,0.296511628
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95392855,95423169,+,Golph3l,0.010309278,0.650839132
chr3,95428901,95434415,+,Ensa,0.003861004,0.592989289
chr3,95428901,95436039,+,Ensa,0.004991681,0.652892562
chr3,95462642,95467101,+,Mcl1,0.013318535,0.133531157
chr3,95480126,95491781,-,Adamtsl4,0.007153076,0.776599164
chr3,95538070,95543492,-,Ecm1,0.009039548,0.947705969
chr3,95538070,95543492,-,Ecm1,0.009039548,0.947705969
chr3,95538070,95543492,-,Ecm1,0.009039548,0.947705969
chr3,95538070,95543492,-,Ecm1,0.009039548,0.947705969
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95543896,95558900,-,Tars2,0.017453135,0.784982935
chr3,95547775,95558900,-,Tars2,0.013320647,0.733663813
chr3,95563795,95622876,-,Rprd2,0.011213341,0.789904685
chr3,95634544,95659676,-,Prpf3,0.012898846,0.870241117
chr3,95666574,95674542,-,Mrps21,0.010493179,0.954074074
chr3,95675444,95693016,+,C920021L13Rik,0.009569378,0.442699789
chr3,95682427,95686151,-,Gm129,0.004608295,0.377358491
chr3,95688895,95695853,-,BC028528,0.011406844,0.697381183
chr3,95697843,95702515,+,Aph1a,0.010498688,0.650055371
chr3,95697843,95702515,+,Aph1a,0.010498688,0.650055371
chr3,95697843,95702515,+,Aph1a,0.010498688,0.650055371
chr3,95697843,95702515,+,Aph1a,0.010498688,0.650055371
chr3,95701722,95708562,-,Car14,0.008347245,0.632756133
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95733179,95751310,+,Anp32e,0.011658031,0.664279155
chr3,95789432,95790890,+,Gm9054,0.008403361,0.006896552
chr3,95792762,95799762,-,Plekho1,0.011542497,0.898710866
chr3,95803754,95862378,-,Vps45,0.01217965,0.873388186
chr3,95908449,95965052,+,Otud7b,0.009269162,0.831872946
chr3,95908449,95965052,+,Otud7b,0.009269162,0.831872946
chr3,95908449,95965052,+,Otud7b,0.009269162,0.831872946
chr3,95908449,95965052,+,Otud7b,0.009269162,0.831872946
chr3,95965892,95975641,+,Mtmr11,0.008179959,0.541046832
chr3,95976472,95981487,+,Sf3b4,0.006557377,0.586655113
chr3,95985149,95999103,+,Sv2a,0.006497726,0.037659508
chr3,96000510,96001509,-,Bola1,0.008264463,0.034813926
chr3,96023838,96024231,+,Hist2h2ab,0.003623188,0.004155125
chr3,96024377,96024767,-,Hist2h2ac,0.014388489,0.006825939
chr3,96025043,96027661,+,Hist2h2be,0.012371134,0.015353122
chr3,96042030,96043050,-,Hist2h3c2,0,0.151515152
chr3,96043638,96044216,-,Hist2h2aa1,0,0.020833333
chr3,96043638,96044297,-,Hist2h2aa2,0,0.007936508
chr3,96049379,96050038,+,Hist2h2aa2,0,0
chr3,96049460,96050038,+,Hist2h2aa1,0,0
chr3,96050607,96052432,+,Hist2h3c1,0.016806723,0.004424779
chr3,96066892,96067240,-,Hist2h4,0,0.061781609
chr3,96072616,96073027,+,Hist2h3b,0,0.086734694
chr3,96073622,96074115,+,Hist2h2bb,0,0.014897579
chr3,96086831,96097892,-,Fcgr1,0.014925373,0.155600608
chr3,96218359,96218756,-,Terc,0.005847953,0.011842105
chr3,96237710,96256229,-,BC107364,0.005192878,0.042324247
chr3,96237710,96256229,-,BC107364,0.005192878,0.042324247
chr3,96237710,96256229,-,BC107364,0.005192878,0.042324247
chr3,96237710,96256229,-,BC107364,0.005192878,0.042324247
chr3,96329107,96333139,+,Hfe2,0.004087193,0.011229646
chr3,96359690,96370724,-,Gm15441,0.008527132,0.141342756
chr3,96361879,96365780,+,Txnip,0.010362694,0.13526971
chr3,96361879,96365780,+,Txnip,0.010362694,0.13526971
chr3,96361879,96365780,+,Txnip,0.010362694,0.13526971
chr3,96361879,96365780,+,Txnip,0.010362694,0.13526971
chr3,96381796,96398081,-,Polr3gl,0.007272727,0.603676471
chr3,96400558,96403701,+,Ankrd34a,0.007594937,0.025759918
chr3,96405055,96429275,+,Lix1l,0.011937059,0.788238329
chr3,96410584,96433742,-,6330549D23Rik,0.019928826,0.788871224
chr3,96433850,96437714,+,Rbm8a,0.010695187,0.481171548
chr3,96433850,96437714,+,Rbm8a,0.010695187,0.481171548
chr3,96433850,96437714,+,Rbm8a,0.010695187,0.481171548
chr3,96433850,96437714,+,Rbm8a,0.010695187,0.481171548
chr3,96439279,96449304,+,Pex11b,0.012605042,0.475918367
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439352,96449304,+,Pex11b,0.012903226,0.48946925
chr3,96439769,96447938,+,Pex11b,0.015267176,0.569669475
chr3,96449506,96468442,+,Itga10,0.007345226,0.900985222
chr3,96474053,96494957,+,Ankrd35,0.003443187,0.221715527
chr3,96500297,96509993,+,Pias3,0.010014306,0.429083885
chr3,96500998,96509993,+,Pias3,0.010743062,0.536442142
chr3,96500998,96509993,+,Pias3,0.010743062,0.536442142
chr3,96500998,96509993,+,Pias3,0.010743062,0.536442142
chr3,96500998,96509993,+,Pias3,0.010743062,0.536442142
chr3,96509814,96512483,-,Nudt17,0.008417508,0.482020548
chr3,96509814,96512483,-,Nudt17,0.008417508,0.482020548
chr3,96509814,96512483,-,Nudt17,0.008417508,0.482020548
chr3,96509814,96512483,-,Nudt17,0.008417508,0.482020548
